Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x
Pang Hanzhen;53947;U66;1936;1936;1990;1990;3;7;0;2;0;5;0;L50249;1936;1990;1999;x
Pang Bingxun;53948;U66;1936;1936;1990;1990;3;7;0;0;0;5;0;L50250;1936;1990;1999;x
Pei Changhui;53949;U66;1936;1936;1990;1990;3;7;0;0;0;5;0;L50251;1936;1990;1999;x
Peng Shiliang;53950;U66;1936;1936;1936;1936;3;7;0;1;0;5;0;L50252;1936;1990;1999;x
Shang Zhen;53951;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50253;1936;1990;1999;x
Shangguan Yunxiang;53952;U66;1936;1936;1936;1990;3;7;0;0;0;5;0;L50254;1936;1990;1999;x
Shao Baichang;53953;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50255;1936;1990;1999;x
Sheng Zhicai;53954;U66;1936;1936;1936;1990;3;7;0;0;0;5;1;L50256;1936;1990;1999;x
Sheng Wen;53955;U66;1936;1990;1990;1990;3;7;0;1;0;5;0;L50257;1936;1990;1999;x
Shi Jingting;53956;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50258;1936;1990;1999;x
Shi Zude;53957;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50259;1936;1990;1999;x
Shi Yousan;53958;U66;1936;1990;1990;1990;3;7;0;2;0;5;0;L50260;1936;1990;1999;x
Su Bingwen;53959;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50261;1936;1990;1999;x
Su Zuxin;53960;U66;1936;1990;1990;1990;3;7;0;0;0;5;2;L50262;1936;1990;1999;x
Sun Zhen;53961;U66;1936;1936;1936;1990;3;7;0;0;0;5;0;L50263;1936;1990;1999;x
Sun Chu;53962;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50264;1936;1990;1999;x
Sun Liren;53963;U66;1936;1936;1936;1990;3;7;0;1;0;5;0;L50265;1936;1990;1999;x
Sun Lianzhong;53964;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50266;1936;1990;1999;x
Sun Mingjin;53965;U66;1936;1936;1936;1990;3;7;0;0;0;5;0;L50267;1936;1990;1999;x
Sun Du;53966;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50268;1936;1990;1999;x
Sun Tongxuan;53967;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50269;1936;1990;1999;x
Sun Weiru;53968;U66;1936;1936;1990;1990;3;7;0;0;0;5;0;L50270;1936;1990;1999;x
Sun Yuanliang;53969;U66;1936;1936;1936;1936;3;7;0;0;0;5;0;L50271;1936;1990;1999;x
Sung Zheyuan;53970;U66;1936;1936;1936;1936;3;7;0;2;0;5;0;L50272;1936;1990;1999;x
Sung Xilian;53971;U66;1936;1936;1936;1990;3;7;0;2;0;5;0;L50273;1936;1990;1999;x
Tai Anlan;53972;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50274;1936;1990;1999;x
Tai Zhi;53973;U66;1936;1936;1936;1990;3;7;0;0;0;5;2;L50275;1936;1990;1999;x
Tai Li;53974;U66;1936;1990;1990;1990;3;7;0;2;0;5;0;L50276;1936;1990;1999;x
Tang Juwu;53975;U66;1936;1936;1936;1990;3;7;0;0;0;5;0;L50277;1936;1990;1999;x
Tang Enbo;53976;U66;1936;1936;1936;1990;3;7;0;2;0;5;0;L50278;1936;1990;1999;x
Tang Huaiyuan;53977;U66;1936;1936;1936;1990;3;7;0;0;0;5;0;L50279;1936;1990;1999;x
Tang Shengzhi;53978;U66;1936;1990;1990;1990;3;7;0;2;0;5;0;L50280;1936;1990;1999;x
Tang Shizun;53979;U66;1936;1936;1990;1990;3;7;0;0;0;5;0;L50281;1936;1990;1999;x
