Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x
Kasatonov;440952;UPE;1936;1936;1936;1990;3;7;0;0;0;5;0;L525027;1936;1990;1999;x
Makhov;440953;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;M516035;1936;1990;1999;x
Beloglazov;440954;UPE;1936;1936;1936;1990;3;7;0;0;0;5;1;L525004;1936;1990;1999;x
Demchenko;440955;UPE;1936;1990;1990;1990;3;7;0;1;0;5;0;L525030;1936;1990;1999;x
Mensch;440956;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L525031;1936;1990;1999;x
Petrikov;440957;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;M525043;1936;1990;1999;x
Zadorozhny;440958;UPE;1936;1990;1990;1990;3;7;0;2;0;5;0;M525044;1936;1990;1999;x
Danilov  A.S.;440959;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L526000;1936;1990;1999;x
Gilanshah;440960;UPE;1936;1990;1990;1990;3;7;0;0;0;5;2;L440027;1936;1990;1999;x
Demidov;440961;UPE;1936;1936;1936;1990;3;7;0;0;0;5;0;L526002;1936;1990;1999;x
Denisenko;440962;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L526003;1936;1990;1999;x
Devyataev;440963;UPE;1936;1936;1936;1990;3;7;0;1;0;5;0;L526004;1936;1990;1999;x
Didenko;440964;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L526005;1936;1990;1999;x
Dmitriev  N.P.;440965;UPE;1936;1936;1936;1990;3;7;0;0;0;5;0;L526006;1936;1990;1999;x
Dmitriev  Y.M.;440966;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;M526028;1936;1990;1999;x
Dokuchalov;440967;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L526008;1936;1990;1999;x
Dolgov;440968;UPE;1936;1936;1990;1990;3;7;0;0;0;5;0;L526009;1936;1990;1999;x
Donchuk;440969;UPE;1936;1936;1936;1936;3;7;0;0;0;5;0;L526010;1936;1990;1999;x
Doronin;440970;UPE;1936;1936;1936;1936;3;7;0;2;0;5;0;M526009;1936;1990;1999;x
Drachenk;440971;UPE;1936;1936;1936;1990;3;7;0;2;0;5;0;M526037;1936;1990;1999;x
Druzenkov;440972;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L526013;1936;1990;1999;x
Dudin;440973;UPE;1936;1936;1936;1990;3;7;0;0;0;5;2;M526040;1936;1990;1999;x
Dymchenko;440974;UPE;1936;1990;1990;1990;3;7;0;2;0;5;0;L526015;1936;1990;1999;x
Dzusov;440975;UPE;1936;1936;1936;1990;3;7;0;0;0;5;0;L526016;1936;1990;1999;x
Fetkulin;440976;UPE;1936;1936;1936;1990;3;7;0;2;0;5;0;L526017;1936;1990;1999;x
Ghukov;440977;UPE;1936;1936;1936;1990;3;7;0;0;0;5;0;M526039;1936;1990;1999;x
Ilgen;440978;UPE;1936;1990;1990;1990;3;7;0;2;0;5;0;L526019;1936;1990;1999;x
Ipatiev;440979;UPE;1936;1936;1990;1990;3;7;0;0;0;5;0;M526038;1936;1990;1999;x
